loan_application_id,applicant_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
d68f4b12-edad-11ea-9503-1b1b168da61f,1185509,36,used vehicle,5711000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f4b9e-edad-11ea-aa35-21fc6f6e3cf3,1114818,18,repair costs,3872000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f4c2a-edad-11ea-9e9c-0a2f8912e127,1410684,39,electronic equipment,4933000,2,real estate,0,1,,2,critical/pending loans at other banks,1
d68f4cac-edad-11ea-89f8-25741de70189,1129775,24,new vehicle,1940000,4,real estate,0,0,,1,critical/pending loans at other banks,0
d68f4d38-edad-11ea-908d-50959580e00b,1113703,12,career development,1410000,2,real estate,0,0,,1,no loans taken/all loans paid back duly,0
d68f4dc4-edad-11ea-a2ed-214822be6281,1458796,12,new vehicle,836000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
d68f4e50-edad-11ea-b858-0b645cd6931d,1859102,20,used vehicle,6468000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f4ed2-edad-11ea-b5cd-1b850433efc0,1105364,18,business,1941000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f4f5e-edad-11ea-9b5c-51e8d06085f3,1552102,22,electronic equipment,2675000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68f4fea-edad-11ea-9114-2cf759ed6fdf,1768642,48,used vehicle,2751000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f5076-edad-11ea-b673-569f3cf342db,1545112,48,education,6224000,4,,0,0,,1,delay in paying off loans in the past,1
d68f50f8-edad-11ea-abd4-59a2ab945353,1617637,40,education,5998000,4,,0,0,bank,1,critical/pending loans at other banks,1
d68f5184-edad-11ea-aa09-2e9953b65ddc,1569484,21,business,1188000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f5210-edad-11ea-93d3-4752718e77dc,1372040,24,used vehicle,6313000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68f529c-edad-11ea-a2f3-39da3a70f422,1889303,6,FF&E,1221000,1,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f531e-edad-11ea-8543-4c70565f6a85,1414229,24,FF&E,2892000,3,,0,0,,1,existing loans paid back duly till now,0
d68f53aa-edad-11ea-b566-545763defa25,1251047,24,FF&E,3062000,4,,0,0,,1,existing loans paid back duly till now,0
d68f5436-edad-11ea-9831-3b8a1492e517,1755345,9,FF&E,2301000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f54b8-edad-11ea-976b-3c9954e83d72,1228039,18,used vehicle,7511000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f5544-edad-11ea-9369-5843237a160d,1675569,12,FF&E,1258000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f55d0-edad-11ea-84a8-2800d7327005,1258889,24,new vehicle,717000,4,car or other,0,0,,2,delay in paying off loans in the past,0
d68f5652-edad-11ea-905f-3199df11cd3b,1873693,9,new vehicle,1549000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f56de-edad-11ea-ab9c-15772ec2252d,1513715,24,education,1597000,4,,0,0,,2,critical/pending loans at other banks,0
d68f576a-edad-11ea-ab40-462571343e1d,1609859,18,electronic equipment,1795000,3,real estate,0,1,bank,2,critical/pending loans at other banks,0
d68f57ec-edad-11ea-b572-0c72598c27ab,1867602,20,FF&E,4272000,1,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f5878-edad-11ea-81c6-3c81f2a9f92f,1631439,12,electronic equipment,976000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f5904-edad-11ea-b543-5040d2c20c73,1739359,12,new vehicle,7472000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f5986-edad-11ea-9f6a-58b7237a9cd7,1487299,36,new vehicle,9271000,2,car or other,0,0,,1,existing loans paid back duly till now,1
d68f5a12-edad-11ea-a0ae-239cb0d1abd5,1713111,6,electronic equipment,590000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f5a9e-edad-11ea-928d-3402f7ca83fb,1207751,12,electronic equipment,930000,4,real estate,0,0,,4,critical/pending loans at other banks,0
d68f5b20-edad-11ea-8b2c-39f314305558,1848913,42,used vehicle,9283000,1,,0,0,bank,1,all loans at this bank paid back duly,0
d68f5bac-edad-11ea-8c61-331ac341d459,1366939,15,new vehicle,1778000,2,real estate,0,0,,2,no loans taken/all loans paid back duly,1
d68f5c38-edad-11ea-89f3-1ad68205c542,1109861,8,business,907000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f5cba-edad-11ea-bef1-05e236d8fd0d,1662902,6,electronic equipment,484000,3,real estate,0,1,bank,1,existing loans paid back duly till now,0
d68f5d46-edad-11ea-81f2-2229d0254e6e,1434140,36,used vehicle,9629000,4,car or other,0,0,,2,critical/pending loans at other banks,1
d68f5dd2-edad-11ea-9a38-25331b96dc78,1310244,48,domestic appliances,3051000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68f5e54-edad-11ea-b634-2b01554a325d,1455390,48,new vehicle,3931000,4,,0,0,,1,existing loans paid back duly till now,1
d68f5ee0-edad-11ea-b5c7-319aeb47ce2f,1436351,36,new vehicle,7432000,2,building society savings agreement/life insurance,0,0,,1,delay in paying off loans in the past,0
d68f5f80-edad-11ea-ad5b-375573207b43,1771663,6,domestic appliances,1338000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f600c-edad-11ea-b9db-1710839496eb,1646485,6,electronic equipment,1554000,1,car or other,0,0,,2,critical/pending loans at other banks,0
d68f6098-edad-11ea-a505-25fbec75f8ac,1113817,36,,15857000,2,car or other,1,0,,1,existing loans paid back duly till now,0
d68f611a-edad-11ea-a358-0a70d45938c0,1834364,18,electronic equipment,1345000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
d68f61a6-edad-11ea-860a-216098af184f,1170672,12,new vehicle,1101000,3,real estate,0,0,,2,existing loans paid back duly till now,0
d68f6228-edad-11ea-b6f4-4b1321fb3605,1300764,12,electronic equipment,3016000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68f62b4-edad-11ea-8976-33b117d94913,1725992,36,FF&E,2712000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
d68f6340-edad-11ea-98da-3167f04b745f,1864186,8,new vehicle,731000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68f63c2-edad-11ea-a29e-1c2c4adb235b,1596340,18,FF&E,3780000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68f644e-edad-11ea-a360-05dfb445a4c0,1226103,21,new vehicle,1602000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f64da-edad-11ea-8c95-1cd43c3687f9,1225173,18,new vehicle,3966000,1,real estate,0,0,bank,3,critical/pending loans at other banks,1
d68f65f2-edad-11ea-990d-458c2dbc01e2,1632164,18,business,4165000,2,car or other,0,0,stores,2,no loans taken/all loans paid back duly,1
d68f6674-edad-11ea-ad72-1964af5bb82a,1227188,36,used vehicle,8335000,3,,0,0,,1,existing loans paid back duly till now,1
d68f66f6-edad-11ea-b0ef-0b9bcb9c4ad4,1529209,48,business,6681000,4,,0,0,,1,delay in paying off loans in the past,0
d68f6782-edad-11ea-90aa-2a7abe8e30eb,1324304,24,business,2375000,4,car or other,0,0,,2,delay in paying off loans in the past,0
d68f6804-edad-11ea-a706-20922ce0b71c,1331183,18,new vehicle,1216000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68f6886-edad-11ea-bd29-37b85e2c0fce,1296225,45,business,11816000,2,car or other,0,0,,2,no loans taken/all loans paid back duly,1
d68f6908-edad-11ea-b41e-4104ea6c41ce,1527920,24,electronic equipment,5084000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f698a-edad-11ea-903e-157ed3efab81,1319710,15,electronic equipment,2327000,2,real estate,0,0,,1,existing loans paid back duly till now,1
d68f6a0c-edad-11ea-8da3-52021ce72398,1649832,12,new vehicle,1082000,4,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
d68f6a8e-edad-11ea-8320-4fd745967dc3,1282362,12,electronic equipment,886000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f6b10-edad-11ea-8cdd-243d64d3a8a8,1148187,4,FF&E,601000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f6b92-edad-11ea-ad4a-50ca1087b9d1,1609255,24,used vehicle,2957000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f6c14-edad-11ea-b677-3635436d77a7,1752833,24,electronic equipment,2611000,4,real estate,1,0,,2,critical/pending loans at other banks,0
d68f6c96-edad-11ea-bfe4-0eca450b1fa0,1865216,36,FF&E,5179000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f6d18-edad-11ea-8c6f-363548887791,1313830,21,used vehicle,2993000,3,real estate,0,0,stores,2,delay in paying off loans in the past,0
d68f6d9a-edad-11ea-96c3-3bdfc5f969e6,1731499,18,repair costs,1943000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68f6e1c-edad-11ea-bd31-1b12feb233e6,1209302,24,business,1559000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
d68f6ea8-edad-11ea-bb8b-5829c589c961,1714483,18,FF&E,3422000,4,building society savings agreement/life insurance,0,0,bank,3,existing loans paid back duly till now,0
d68f6f2a-edad-11ea-a10d-2aaebd75812d,1237910,21,FF&E,3976000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f6fac-edad-11ea-b5cf-04d5bcfcf333,1132898,18,new vehicle,6761000,2,car or other,0,0,,2,existing loans paid back duly till now,1
d68f702e-edad-11ea-9f34-128941f6cb73,1775542,24,new vehicle,1249000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f70b0-edad-11ea-ae69-3c147ad190f2,1591350,9,electronic equipment,1364000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68f7132-edad-11ea-9add-1a336d4aeceb,1398582,12,electronic equipment,709000,4,real estate,0,0,stores,1,existing loans paid back duly till now,1
d68f71b4-edad-11ea-9782-2497809ad994,1596230,20,new vehicle,2235000,4,building society savings agreement/life insurance,0,1,bank,2,critical/pending loans at other banks,1
d68f7236-edad-11ea-8fe0-5087c4a61be6,1785162,24,used vehicle,4042000,3,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f72b8-edad-11ea-a34d-41b37910241f,1157193,15,electronic equipment,1471000,4,,0,0,,2,critical/pending loans at other banks,0
d68f733a-edad-11ea-b74c-32ca90ea421d,1192570,18,new vehicle,1442000,4,,0,0,,2,all loans at this bank paid back duly,1
d68f73b2-edad-11ea-b357-41411ac14b82,1710864,36,new vehicle,10875000,2,car or other,0,0,,2,delay in paying off loans in the past,0
d68f7434-edad-11ea-aa32-54b0d3892ab0,1566750,24,new vehicle,1474000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f74b6-edad-11ea-9097-53a320d9d6ad,1902547,10,career development,894000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f7538-edad-11ea-9cd1-4931f0bd182e,1759209,15,FF&E,3343000,4,,0,0,,1,critical/pending loans at other banks,0
d68f75ba-edad-11ea-9f8d-1d15110665d9,1808244,15,new vehicle,3959000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f763c-edad-11ea-b02d-558fa39553dd,1201646,9,new vehicle,3577000,1,real estate,0,1,,1,existing loans paid back duly till now,0
d68f76be-edad-11ea-8c5c-409629b522df,1607767,24,used vehicle,5804000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68f7740-edad-11ea-90c1-15acc0c96b16,1330120,18,business,2169000,4,car or other,0,0,,1,delay in paying off loans in the past,1
d68f77c2-edad-11ea-954c-1bd8d1a09387,1326318,24,electronic equipment,2439000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68f7844-edad-11ea-a036-013cf64ca3c4,1374670,27,FF&E,4526000,4,real estate,0,0,stores,2,critical/pending loans at other banks,0
d68f78c6-edad-11ea-99ec-4312c534286b,1524976,10,FF&E,2210000,2,real estate,0,0,bank,1,existing loans paid back duly till now,1
d68f7948-edad-11ea-8c14-0832f52f8505,1883700,15,FF&E,2221000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f79ca-edad-11ea-883f-51b424190cd9,1269924,18,electronic equipment,2389000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68f7a4c-edad-11ea-b4f1-2395d2568b97,1597065,12,FF&E,3331000,2,building society savings agreement/life insurance,0,0,stores,1,critical/pending loans at other banks,0
d68f7ace-edad-11ea-a953-2988b236409d,1324619,36,business,7409000,3,building society savings agreement/life insurance,0,0,,2,existing loans paid back duly till now,0
d68f7b50-edad-11ea-900d-19065475ccce,1215860,12,FF&E,652000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f7bd2-edad-11ea-a1b8-294492368b77,1425802,36,FF&E,7678000,2,car or other,0,0,,2,delay in paying off loans in the past,0
d68f7c54-edad-11ea-9294-0ff2484bfe80,1777992,6,new vehicle,1343000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68f7cd6-edad-11ea-b7d3-41b901123461,1881691,24,business,1382000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68f7d58-edad-11ea-93c2-4cc51f01bfb1,1378093,15,domestic appliances,874000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f7dda-edad-11ea-b01b-430b0c0dab32,1636229,12,FF&E,3590000,2,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,0
d68f7e66-edad-11ea-b13f-2831881700ed,1578419,11,new vehicle,1322000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f7ef2-edad-11ea-92f3-2d94a292ed64,1860396,18,electronic equipment,1940000,3,,1,0,bank,1,all loans at this bank paid back duly,0
d68f7f74-edad-11ea-aa5f-477c81b7c402,1624943,36,electronic equipment,3595000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f7ff6-edad-11ea-be2e-05fd6842552b,1620731,9,new vehicle,1422000,3,,0,0,,1,existing loans paid back duly till now,1
d68f8078-edad-11ea-a032-07b5037b1575,1562605,30,electronic equipment,6742000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f80fa-edad-11ea-81f6-028ef44b701c,1465475,24,used vehicle,7814000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68f817c-edad-11ea-b5f7-40fc52a4adfd,1321302,24,used vehicle,9277000,2,,0,0,,1,existing loans paid back duly till now,0
d68f81fe-edad-11ea-906f-1dfdd4997391,1396513,30,new vehicle,2181000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68f8280-edad-11ea-ae01-46aadc8b2fa1,1612911,18,electronic equipment,1098000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f8302-edad-11ea-8b85-5a46ad3a28bd,1714860,24,FF&E,4057000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68f8384-edad-11ea-8d74-38a3651ddde0,1566194,12,education,795000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f8410-edad-11ea-8e8c-370a4e7ce898,1851627,24,business,2825000,4,,0,0,,2,critical/pending loans at other banks,0
d68f8492-edad-11ea-a9f5-1503add798a4,1207853,48,business,15672000,2,car or other,0,0,,1,existing loans paid back duly till now,1
d68f8514-edad-11ea-b3ba-24a1529de0f4,1891556,36,new vehicle,6614000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f8596-edad-11ea-bbc0-16d2c1a11cd7,1295527,28,used vehicle,7824000,3,real estate,0,1,bank,2,all loans at this bank paid back duly,0
d68f8618-edad-11ea-8079-56c331d8d412,1184172,27,business,2442000,4,car or other,0,0,stores,4,critical/pending loans at other banks,0
d68f86a4-edad-11ea-82b4-185e0a70c6dd,1121429,15,electronic equipment,1829000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68f8726-edad-11ea-871a-1706b77106af,1163715,12,new vehicle,2171000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
d68f87a8-edad-11ea-83e6-11b7e939a86d,1851827,36,used vehicle,5800000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68f882a-edad-11ea-a8ed-57d81d9fc12f,1175107,18,electronic equipment,1169000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f88ac-edad-11ea-8009-3bbb2ccad29c,1262341,36,used vehicle,8947000,3,car or other,0,0,stores,1,delay in paying off loans in the past,0
d68f892e-edad-11ea-98ed-4adcef07d353,1847909,21,electronic equipment,2606000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f89b0-edad-11ea-a219-0a04105402f0,1627071,12,FF&E,1592000,3,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68f8a3c-edad-11ea-8d9f-52c4a39e5b1d,1501276,15,FF&E,2186000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
d68f8abe-edad-11ea-948c-45e4408a0774,1300945,18,FF&E,4153000,2,car or other,1,0,,1,existing loans paid back duly till now,1
d68f8b40-edad-11ea-9e91-047d199d5ddf,1467259,16,new vehicle,2625000,2,building society savings agreement/life insurance,0,1,bank,1,critical/pending loans at other banks,1
d68f8bc2-edad-11ea-8db9-5961d0ae8342,1621154,20,new vehicle,3485000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68f8c44-edad-11ea-b1f4-448cb7effb4c,1546272,36,used vehicle,10477000,2,,0,0,,2,critical/pending loans at other banks,0
d68f8cc6-edad-11ea-b9b8-14081ab4aa08,1223571,15,electronic equipment,1386000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f8d48-edad-11ea-a5c6-53bc8840b3dd,1344883,24,electronic equipment,1278000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68f8dca-edad-11ea-867d-5a9dfd16c8fb,1894721,12,electronic equipment,1107000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68f8e4c-edad-11ea-8a96-12b92f7442d4,1839877,21,new vehicle,3763000,2,real estate,1,0,,1,existing loans paid back duly till now,0
d68f8ece-edad-11ea-985a-277efd442eca,1792973,36,education,3711000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f8f46-edad-11ea-a020-2788cd4fb839,1604138,15,used vehicle,3594000,1,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68f8fc8-edad-11ea-93bf-592b5aec5c8a,1165411,9,new vehicle,3195000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f904a-edad-11ea-84a7-0ef883a8de23,1142707,36,electronic equipment,4454000,4,real estate,0,0,,2,delay in paying off loans in the past,0
d68f90cc-edad-11ea-a8de-0ba74d5a1b2c,1511482,24,FF&E,4736000,2,car or other,0,0,bank,1,critical/pending loans at other banks,1
d68f914e-edad-11ea-852a-43d85a42cee0,1506652,30,electronic equipment,2991000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68f91d0-edad-11ea-b680-575a4a4c9fb1,1690613,11,business,2142000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68f9252-edad-11ea-b049-33a5139fc8bb,1341536,24,business,3161000,4,building society savings agreement/life insurance,0,0,,1,all loans at this bank paid back duly,1
d68f92d4-edad-11ea-a6c1-0213632cf09b,1181133,48,,18424000,1,building society savings agreement/life insurance,0,0,bank,1,no loans taken/all loans paid back duly,1
d68f9356-edad-11ea-925f-58ab9f5d95f8,1620525,10,used vehicle,2848000,1,real estate,1,0,,1,existing loans paid back duly till now,0
d68f93d8-edad-11ea-b11e-3ba8d236161b,1316293,6,new vehicle,14896000,1,,0,0,bank,1,existing loans paid back duly till now,1
d68f945a-edad-11ea-9677-390d9e926a48,1214474,24,FF&E,2359000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f94dc-edad-11ea-a7c0-4f9f06574fee,1656780,24,FF&E,3345000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f955e-edad-11ea-bc13-2f7ad2f39d1a,1620879,18,FF&E,1817000,4,,0,0,,2,critical/pending loans at other banks,0
d68f95e0-edad-11ea-9500-27a8eff45aea,1277992,48,electronic equipment,12749000,4,car or other,0,0,,1,delay in paying off loans in the past,0
d68f9662-edad-11ea-8f0e-2392233681e5,1718184,9,electronic equipment,1366000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68f96e4-edad-11ea-8603-48a05bb32256,1875017,12,new vehicle,2002000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68f9766-edad-11ea-ae98-47713c3e6a8a,1348796,24,FF&E,6872000,2,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,1
d68f97e8-edad-11ea-8457-49e3ecc398d8,1853451,12,new vehicle,697000,4,car or other,0,0,bank,2,all loans at this bank paid back duly,1
d68f986a-edad-11ea-a421-11fa6cf122d5,1561011,18,FF&E,1049000,4,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68f98ec-edad-11ea-afa5-18ba290c113c,1461746,48,used vehicle,10297000,4,,0,0,stores,3,existing loans paid back duly till now,1
d68f996e-edad-11ea-894a-038f37d22b84,1708241,30,electronic equipment,1867000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f99f0-edad-11ea-bc17-3e6e179e57bb,1697111,12,new vehicle,1344000,4,real estate,0,0,,2,delay in paying off loans in the past,0
d68f9a72-edad-11ea-b77f-3f9e0d0790bb,1629759,24,FF&E,1747000,4,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,0
d68f9af4-edad-11ea-9595-35d90df67b09,1797093,9,electronic equipment,1670000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68f9b76-edad-11ea-8c49-3902d79033f4,1484251,9,new vehicle,1224000,3,real estate,0,0,,2,critical/pending loans at other banks,0
d68f9bf8-edad-11ea-b439-390cdd7bcc85,1224220,12,electronic equipment,522000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f9c7a-edad-11ea-a916-14b7f29098f7,1631343,12,electronic equipment,1498000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68f9cfc-edad-11ea-9a60-389d29e8d844,1379089,30,electronic equipment,1919000,4,,0,0,stores,2,delay in paying off loans in the past,1
d68f9d7e-edad-11ea-b449-06447b8d1611,1566487,9,electronic equipment,745000,3,real estate,0,0,,1,existing loans paid back duly till now,1
d68f9e00-edad-11ea-ba2d-3f1627efa3ef,1324370,6,electronic equipment,2063000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68f9e8c-edad-11ea-b366-2f32cd763898,1597372,60,education,6288000,4,,0,0,,1,existing loans paid back duly till now,1
d68f9f0e-edad-11ea-9adb-3159059da68e,1230532,24,used vehicle,6842000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68f9f86-edad-11ea-a619-0e1ae973eb10,1277957,12,new vehicle,3527000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68fa012-edad-11ea-9ec7-1c1b1b581d47,1233898,10,new vehicle,1546000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68fa094-edad-11ea-9e78-4a34ece526c2,1903505,24,FF&E,929000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68fa116-edad-11ea-a3ce-3f8a896d8e37,1838598,4,new vehicle,1455000,2,real estate,0,0,,3,critical/pending loans at other banks,0
d68fa198-edad-11ea-a95b-173432beceb6,1420837,15,FF&E,1845000,4,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68fa21a-edad-11ea-96cc-30e77b142d8b,1106411,48,new vehicle,8358000,1,car or other,0,0,,2,no loans taken/all loans paid back duly,0
d68fa29c-edad-11ea-8e2c-2da7e777a812,1855489,24,FF&E,3349000,4,,0,0,,1,all loans at this bank paid back duly,1
d68fa31e-edad-11ea-9836-444133e102df,1830446,12,new vehicle,2859000,4,,0,0,,1,existing loans paid back duly till now,0
d68fa3a0-edad-11ea-962f-3e6b2fd58f0d,1441977,18,FF&E,1533000,4,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,1
d68fa422-edad-11ea-ae00-204224e23cf9,1856513,24,electronic equipment,3621000,2,car or other,0,0,,2,existing loans paid back duly till now,1
d68fa4a4-edad-11ea-a5d2-5124ad9ed5ba,1406906,18,business,3590000,3,car or other,0,0,,3,critical/pending loans at other banks,0
d68fa526-edad-11ea-bd95-4b796665452a,1484297,36,business,2145000,2,car or other,0,0,,2,delay in paying off loans in the past,1
d68fa5a8-edad-11ea-869a-47ccd38742a4,1740610,24,used vehicle,4113000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68fa62a-edad-11ea-aa68-336c1a7d3dff,1297322,36,FF&E,10974000,4,car or other,0,0,,2,existing loans paid back duly till now,1
d68fa6ac-edad-11ea-900e-1849c826958f,1794786,12,new vehicle,1893000,4,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68fa72e-edad-11ea-8bcc-47672cc907a4,1843702,24,electronic equipment,1231000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68fa7b0-edad-11ea-91cf-4ae2c9f63407,1853266,30,electronic equipment,3656000,4,building society savings agreement/life insurance,0,0,stores,2,critical/pending loans at other banks,0
d68fa832-edad-11ea-ab78-0b38f9d40bcb,1584434,9,electronic equipment,1154000,2,real estate,0,0,,3,critical/pending loans at other banks,0
d68fa8b4-edad-11ea-80d1-0868d851891d,1622389,28,new vehicle,4006000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68fa936-edad-11ea-9aaf-1e2c38b98464,1601048,24,FF&E,3069000,4,,0,0,,1,existing loans paid back duly till now,0
d68fa9b8-edad-11ea-af22-0b35c3cf5357,1210748,6,electronic equipment,1740000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68faa3a-edad-11ea-8e03-47af933a1e87,1584674,21,new vehicle,2353000,1,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68faac6-edad-11ea-bb5d-074a1e2e0bc4,1773509,15,new vehicle,3556000,3,,0,0,,1,existing loans paid back duly till now,0
d68fab48-edad-11ea-bf4a-2087f0e1528c,1315873,24,electronic equipment,2397000,3,car or other,0,0,bank,2,existing loans paid back duly till now,1
d68fabca-edad-11ea-a462-39f22601190b,1659170,6,repair costs,454000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68fac4c-edad-11ea-9204-23170d8896f6,1161027,30,electronic equipment,1715000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68facce-edad-11ea-8458-0fb75adcf0c3,1666331,27,electronic equipment,2520000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,1
d68fad50-edad-11ea-8255-000213a5442a,1853070,15,electronic equipment,3568000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68fadd2-edad-11ea-bb01-095570fea35a,1355404,42,electronic equipment,7166000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68fae54-edad-11ea-a564-15c0072d0a59,1655259,11,new vehicle,3939000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68faed6-edad-11ea-8ea2-3876ae660a16,1662480,15,repair costs,1514000,4,real estate,0,1,,1,existing loans paid back duly till now,0
d68faf58-edad-11ea-977a-3d4957a8f219,1637827,24,new vehicle,7393000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
