applicant_id,Primary_applicant_age_in_years,gender_ord,Marital_status_ord,Number_of_dependents,Housing_ord,Years_at_current_residence,Employment_status_ord,Has_been_employed_for_at_least_ord,Has_been_employed_for_at_most_ord,Telephone_ord,Foreign_worker,Savings_account_balance_ord,Balance_in_existing_bank_account_lower_limit_of_bucket_ord,Balance_in_existing_bank_account_upper_limit_of_bucket_ord,loan_application_id,Months_loan_taken_for,Purpose_ord,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property_ord,Has_coapplicant,Has_guarantor,Other_EMI_plans_ord,Number_of_existing_loans_at_this_bank,Loan_history_ord,high_risk_applicant
1852152,23,2,2,1,2,4,1,4.0,7.0,,1,1.0,,0.0,d68ee51e-edad-11ea-9eeb-5321a010653c,24,2.0,1442000,4,1.0,0,0,,2,1,1
1510937,36,1,1,1,1,4,2,1.0,4.0,1.0,1,1.0,0.0,2.0,d68ee5aa-edad-11ea-bf3a-420b94122c3c,24,5.0,4241000,1,2.0,0,0,,3,6,1
1354791,31,1,1,1,1,2,1,4.0,7.0,,1,1.0,,,d68ee62c-edad-11ea-93e6-01b2a00e7d99,18,2.0,2775000,2,3.0,0,0,1.0,2,2,1
1841389,32,1,1,1,3,2,1,1.0,4.0,,1,1.0,,,d68ee6b8-edad-11ea-a8e2-06ae5af8536f,24,5.0,3863000,1,,0,0,,1,3,0
1854199,45,2,2,1,1,1,1,0.0,1.0,,1,1.0,0.0,2.0,d68ee744-edad-11ea-8f33-391946d57cc3,7,1.0,2329000,1,2.0,0,1,,1,1,0
1256236,30,2,2,1,1,1,1,1.0,4.0,,1,1.0,0.0,2.0,d68ee7c6-edad-11ea-a64c-50764fc925fd,9,3.0,918000,4,3.0,0,0,,1,1,1
1503339,34,2,2,1,3,4,2,4.0,7.0,,1,1.0,0.0,2.0,d68ee852-edad-11ea-9b5f-561581c3dfb6,24,6.0,1837000,4,,0,0,1.0,1,5,1
1500594,28,2,2,1,1,2,3,1.0,4.0,1.0,1,1.0,,,d68ee8d4-edad-11ea-9032-40234b3465e2,36,3.0,3349000,4,1.0,0,0,,1,1,1
1462065,23,2,2,1,1,2,1,0.0,1.0,,1,1.0,2.0,,d68ee956-edad-11ea-8674-3f85d30dd5ce,10,3.0,1275000,4,3.0,0,0,,1,1,0
1474361,22,1,1,1,1,4,1,1.0,4.0,1.0,1,3.0,,0.0,d68ee9e2-edad-11ea-82be-503233087ee2,24,3.0,2828000,4,2.0,0,0,2.0,1,5,0
1764990,74,1,1,1,1,2,3,1.0,4.0,1.0,1,1.0,,,d68eea64-edad-11ea-b8bd-56c1394ac6b9,24,5.0,4526000,3,2.0,0,0,,1,2,0
1621121,50,2,2,1,3,4,1,1.0,4.0,,1,2.0,0.0,2.0,d68eeae6-edad-11ea-9198-0cd6b0d47869,36,1.0,2671000,4,,1,0,,1,1,1
1365958,33,1,1,1,1,1,1,0.0,1.0,,1,1.0,,,d68eebfe-edad-11ea-8e48-4e6de71d975a,18,1.0,2051000,4,2.0,0,0,,1,1,0
1630681,45,1,1,2,3,4,1,7.0,,,1,,,,d68eec80-edad-11ea-8cdc-31e2017aa3fb,15,4.0,1300000,4,,0,0,1.0,1,1,0
1448317,22,2,2,1,1,3,1,,0.0,,1,2.0,,0.0,d68eed0c-edad-11ea-bdbf-4090136bd518,12,8.0,741000,4,3.0,0,0,,1,1,1
1744762,48,2,2,2,3,4,2,7.0,,,1,2.0,2.0,,d68eed98-edad-11ea-9f39-568f5b6e4b10,10,2.0,1240000,1,,0,0,,1,1,1
1655690,29,2,2,1,1,2,1,0.0,1.0,,1,4.0,,0.0,d68eee1a-edad-11ea-a65a-3ca5b853c0a2,21,1.0,3357000,4,1.0,0,0,1.0,1,1,0
1210184,22,2,2,1,2,4,1,1.0,4.0,,0,1.0,,0.0,d68eeea6-edad-11ea-802c-325c4203da34,24,4.0,3632000,1,1.0,0,1,1.0,1,5,0
1113231,22,2,2,1,1,1,1,4.0,7.0,,1,1.0,,,d68eef32-edad-11ea-b6ac-253cfc4bd926,18,3.0,1808000,4,2.0,0,0,,1,3,1
1476817,48,1,1,1,1,2,3,1.0,4.0,1.0,1,,0.0,2.0,d68eefbe-edad-11ea-ac38-04d423557964,48,5.0,12204000,2,1.0,0,0,1.0,1,6,0
1143908,27,1,1,1,3,2,3,1.0,4.0,,1,,0.0,2.0,d68ef04a-edad-11ea-a6de-1ffc716156de,60,1.0,9157000,2,,0,0,,1,3,0
1239641,37,1,1,2,2,3,1,1.0,4.0,,1,1.0,,0.0,d68ef0d6-edad-11ea-832c-534fcc83e451,6,2.0,3676000,1,2.0,0,0,,3,2,0
1826580,21,2,2,1,2,4,1,1.0,4.0,,1,2.0,0.0,2.0,d68ef158-edad-11ea-99c0-4ab5e96a1db0,30,3.0,3441000,2,1.0,1,0,,1,1,1
1826763,49,1,4,1,1,2,2,1.0,4.0,,1,1.0,,,d68ef1e4-edad-11ea-94f3-4cdbbb3546c9,12,2.0,640000,4,2.0,0,0,,1,1,0
1747933,27,1,1,1,1,3,1,4.0,7.0,,1,1.0,0.0,2.0,d68ef27a-edad-11ea-877d-260ada7908e6,21,5.0,3652000,2,3.0,0,0,,2,2,0
1257777,32,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68ef2fc-edad-11ea-8ba2-2b30ad455460,18,2.0,1530000,3,3.0,0,0,1.0,2,2,1
1687945,38,1,4,1,1,2,1,1.0,4.0,,1,,,,d68ef388-edad-11ea-9d32-22cf205b0cf3,48,5.0,3914000,4,2.0,0,0,1.0,1,1,1
1513000,22,2,2,1,2,1,1,0.0,1.0,,1,1.0,,0.0,d68ef414-edad-11ea-8bda-0308183ba880,12,3.0,1858000,4,1.0,0,0,,1,1,0
1502591,65,1,1,1,3,4,1,1.0,4.0,,1,1.0,,0.0,d68ef4a0-edad-11ea-84b5-20e26fa81b71,18,1.0,2600000,4,,0,0,,2,1,1
1886102,35,1,1,1,1,2,1,7.0,,,1,,,,d68ef52c-edad-11ea-9361-41d8960bbbb0,15,1.0,1979000,4,1.0,0,0,,1,1,0
1597354,41,1,1,1,1,2,1,1.0,4.0,1.0,1,1.0,2.0,,d68ef5ae-edad-11ea-b0f6-17394c998ccd,6,3.0,2116000,2,2.0,0,0,,1,1,0
1391760,29,1,1,1,1,3,1,4.0,7.0,,1,2.0,0.0,2.0,d68ef63a-edad-11ea-a68f-20e260da5f26,9,2.0,1437000,2,,0,0,,1,5,1
1883131,36,1,1,1,1,4,1,1.0,4.0,1.0,1,3.0,,,d68ef6c6-edad-11ea-9094-1f24c4e4866b,42,3.0,4042000,4,2.0,0,0,,2,2,0
1679090,64,1,1,1,1,4,2,7.0,,,1,,,,d68ef752-edad-11ea-8bc9-0f3d2fa8e4b6,9,6.0,3832000,1,2.0,0,0,,1,1,0
1784512,28,2,2,1,1,4,1,1.0,4.0,,1,1.0,,0.0,d68ef7de-edad-11ea-b45c-1184da100c36,24,1.0,3660000,2,1.0,0,0,,1,1,0
1326708,44,1,1,1,1,3,1,1.0,4.0,,1,1.0,,0.0,d68ef860-edad-11ea-99a5-4f58ed1fec9c,18,3.0,1553000,4,1.0,0,0,1.0,1,5,1
1443796,23,1,1,1,1,1,1,0.0,1.0,,1,,0.0,2.0,d68ef8ec-edad-11ea-a832-0922aae45e58,15,1.0,1444000,4,3.0,0,0,,1,1,0
1862135,19,2,2,1,2,2,1,0.0,1.0,,1,1.0,,,d68ef978-edad-11ea-a9aa-34bfa4a95b6a,9,3.0,1980000,2,1.0,1,0,,2,1,1
1432788,25,2,2,1,1,4,2,0.0,1.0,1.0,1,1.0,0.0,2.0,d68ef9fa-edad-11ea-8da2-4ffe0ef15a8c,24,2.0,1355000,3,1.0,0,0,,1,1,1
1707666,47,1,1,2,1,4,1,7.0,,1.0,1,1.0,,,d68efa86-edad-11ea-9c05-4f1d2655bba3,12,6.0,1393000,4,3.0,0,0,1.0,3,1,0
1349046,28,2,2,1,1,1,1,4.0,7.0,,1,3.0,,,d68efb12-edad-11ea-8495-247ea821c73d,24,1.0,1376000,4,1.0,0,0,,1,1,0
1640552,21,1,1,1,1,4,1,4.0,7.0,1.0,1,1.0,,,d68efb94-edad-11ea-b257-2471b425de86,60,1.0,15653000,2,1.0,0,0,,2,3,0
1532989,34,2,2,2,1,3,1,0.0,1.0,,1,1.0,,,d68efc20-edad-11ea-82b7-46af692c963b,12,1.0,1493000,4,1.0,0,0,,1,1,0
1300927,26,1,1,2,1,2,1,4.0,7.0,1.0,1,1.0,,0.0,d68efcac-edad-11ea-acda-23df72d113c5,42,1.0,4370000,3,3.0,0,0,1.0,2,3,1
1684799,27,2,2,1,1,1,4,,0.0,,1,1.0,,0.0,d68efd38-edad-11ea-9470-265e32c2a6ab,18,6.0,750000,4,2.0,0,0,,1,1,1
1736925,38,1,1,1,1,4,2,7.0,,,1,1.0,0.0,2.0,d68efdba-edad-11ea-8b8f-47b20418381b,15,7.0,1308000,4,1.0,0,0,,2,1,0
1156429,40,1,1,1,1,2,3,1.0,4.0,1.0,1,2.0,,,d68efe46-edad-11ea-b842-1782a62ee755,15,6.0,4623000,3,3.0,0,0,,1,1,1
1495594,33,1,3,1,1,2,1,4.0,7.0,1.0,1,1.0,,,d68efed2-edad-11ea-b40e-441e1280b340,24,1.0,1851000,4,1.0,0,1,,2,2,0
1732994,32,1,3,1,1,1,3,4.0,7.0,1.0,1,1.0,,0.0,d68eff54-edad-11ea-8eb4-516c2258e1af,18,1.0,1880000,4,3.0,0,0,,2,2,0
1532977,27,1,1,1,2,4,1,0.0,1.0,1.0,1,,,,d68effe0-edad-11ea-8809-3b633d750b8c,36,5.0,7980000,4,1.0,0,0,,2,3,1
1452733,32,1,4,1,1,2,1,1.0,4.0,,1,1.0,,0.0,d68f006c-edad-11ea-a59c-482ad98eacd1,30,3.0,4583000,2,2.0,0,1,,2,6,0
1304536,26,2,2,1,1,2,1,1.0,4.0,,1,3.0,,,d68f00ee-edad-11ea-a877-54ad999b7f8b,12,2.0,1386000,2,3.0,0,0,,1,1,1
1892638,38,1,1,2,3,3,1,4.0,7.0,,1,1.0,2.0,,d68f017a-edad-11ea-b053-545d61c4e003,24,2.0,947000,4,,0,0,1.0,1,1,1
1175174,40,1,1,2,2,4,2,1.0,4.0,,1,1.0,,0.0,d68f0206-edad-11ea-9f3f-08146fd37214,12,6.0,684000,4,1.0,0,0,,1,1,1
1360939,50,1,1,1,3,1,3,4.0,7.0,1.0,1,1.0,,0.0,d68f0292-edad-11ea-9455-52f1def2698d,48,6.0,7476000,4,,0,0,,1,1,0
1637887,37,1,1,1,1,2,2,1.0,4.0,,1,1.0,0.0,2.0,d68f0314-edad-11ea-aaeb-33920d9b00a4,12,3.0,1922000,4,3.0,0,0,,1,1,1
1126684,45,1,1,1,1,1,1,7.0,,,1,1.0,,0.0,d68f03a0-edad-11ea-b758-0a9997ba548e,24,2.0,2303000,4,2.0,1,0,,1,1,1
1476071,42,1,1,1,1,4,3,7.0,,1.0,1,2.0,0.0,2.0,d68f042c-edad-11ea-b98f-12dc3733eac6,36,2.0,8086000,2,1.0,0,0,,4,3,1
1764381,35,1,1,1,1,3,1,4.0,7.0,1.0,1,1.0,,,d68f04ae-edad-11ea-9e16-5ae6722d55f9,24,4.0,2346000,4,1.0,0,0,,2,2,0
1654707,22,1,1,1,3,4,1,,0.0,,1,1.0,,0.0,d68f053a-edad-11ea-93fc-59707012603a,14,2.0,3973000,1,,0,0,,1,1,0
1504819,41,1,1,2,1,4,2,7.0,,,1,1.0,0.0,2.0,d68f05c6-edad-11ea-a7df-44eb0d71420f,12,2.0,888000,4,1.0,0,0,1.0,1,1,1
1680877,37,1,1,1,1,3,1,4.0,7.0,1.0,1,,,,d68f0648-edad-11ea-a51e-20fe184b8a52,48,1.0,10222000,4,1.0,0,0,2.0,1,1,0
1439887,28,2,2,1,1,1,1,1.0,4.0,,1,1.0,0.0,2.0,d68f06d4-edad-11ea-8933-08c4e91e1cae,30,5.0,4221000,2,1.0,0,0,,2,6,0
1237671,41,1,1,1,1,1,1,7.0,,1.0,1,1.0,0.0,2.0,d68f0760-edad-11ea-9800-185713046169,18,3.0,6361000,2,,0,0,,1,2,0
1352279,23,1,3,1,2,4,1,1.0,4.0,,1,1.0,2.0,,d68f07ec-edad-11ea-b6db-3496b8dbd5c8,12,1.0,1297000,3,2.0,0,0,,1,1,0
1409197,23,1,3,1,1,2,1,1.0,4.0,,1,,,0.0,d68f086e-edad-11ea-a24f-12b786b3a993,12,2.0,900000,4,1.0,0,0,,1,1,1
1448066,50,1,1,1,1,2,1,7.0,,,1,1.0,,,d68f08fa-edad-11ea-981a-51ccea0b8718,21,3.0,2241000,4,2.0,0,0,,2,1,0
1337177,35,1,1,1,1,1,3,,0.0,1.0,1,1.0,0.0,2.0,d68f0986-edad-11ea-802f-20d1fc935ad1,6,3.0,1050000,4,3.0,0,0,2.0,2,3,0
1199661,50,2,2,1,1,4,2,1.0,4.0,,1,1.0,2.0,,d68f0a08-edad-11ea-9f98-4c6666986d43,6,6.0,1047000,2,3.0,0,0,,1,2,0
1483329,27,1,1,1,1,2,3,,0.0,1.0,1,1.0,,,d68f0a94-edad-11ea-a0cb-4ef9f8e6c478,24,,6314000,4,,1,0,1.0,2,2,0
1401525,34,1,1,2,1,2,1,1.0,4.0,1.0,1,4.0,0.0,2.0,d68f0b20-edad-11ea-9c56-373491fa9bcf,30,3.0,3496000,4,1.0,0,0,2.0,1,5,0
1869013,27,2,2,1,1,1,1,1.0,4.0,,1,1.0,,,d68f0bac-edad-11ea-bc79-05ccb99f7723,48,5.0,3609000,1,2.0,0,0,2.0,1,5,0
1611783,43,1,1,1,2,4,1,7.0,,1.0,1,1.0,,0.0,d68f0c2e-edad-11ea-8174-3221260fecd3,12,2.0,4843000,3,3.0,1,0,,2,2,1
1837760,47,1,1,1,1,4,1,7.0,,,1,1.0,2.0,,d68f0cba-edad-11ea-bff7-1a8706107d52,30,1.0,3017000,4,3.0,0,0,,1,2,0
1844813,27,1,1,1,1,3,2,1.0,4.0,1.0,1,2.0,,,d68f0d46-edad-11ea-8e2a-423866800420,24,5.0,4139000,3,3.0,0,0,,2,2,0
1554792,31,1,1,1,1,2,1,4.0,7.0,1.0,1,2.0,,,d68f0dd2-edad-11ea-8785-076f1a6b0e1d,36,5.0,5742000,2,1.0,0,0,,2,1,0
1771489,42,1,1,1,1,4,3,7.0,,1.0,1,1.0,,,d68f0e54-edad-11ea-8df1-1f82ae5e7320,60,2.0,10366000,2,3.0,0,0,,1,1,0
1241112,24,1,3,1,1,2,1,1.0,4.0,,1,3.0,,,d68f0ee0-edad-11ea-bbb2-49899476f41d,6,2.0,2080000,1,1.0,0,0,,1,2,0
1770970,41,1,1,2,1,2,2,0.0,1.0,,1,3.0,,,d68f0f6c-edad-11ea-a2e6-1c671a117320,21,5.0,2580000,4,2.0,0,0,1.0,1,3,1
1373246,26,2,2,1,2,4,3,4.0,7.0,1.0,1,1.0,,,d68f0fee-edad-11ea-be47-2a0111bbb22f,30,1.0,4530000,4,1.0,0,0,,1,2,0
1509620,33,1,1,1,1,4,1,7.0,,1.0,1,1.0,,,d68f107a-edad-11ea-b73f-515c1f794160,24,3.0,5150000,4,1.0,0,0,,1,2,0
1142576,24,1,3,1,1,2,1,1.0,4.0,,1,2.0,0.0,2.0,d68f10fc-edad-11ea-a4b5-285a1d0e7c2e,72,1.0,5595000,2,1.0,0,0,,1,1,1
1671068,64,1,1,1,2,4,2,7.0,,,1,1.0,,0.0,d68f1188-edad-11ea-9c08-07078f617ba1,24,1.0,2384000,4,2.0,0,0,1.0,1,1,0
1538199,26,2,2,1,1,1,1,0.0,1.0,,1,1.0,,,d68f1214-edad-11ea-9c54-4203f6db8ba0,18,1.0,1453000,3,2.0,0,0,,1,1,0
1482554,56,2,2,1,1,2,1,0.0,1.0,,1,1.0,,,d68f12a0-edad-11ea-aafb-1711fc372a3e,6,6.0,1538000,1,,0,0,,1,1,0
1516876,37,1,1,1,3,4,1,1.0,4.0,1.0,1,,,,d68f1322-edad-11ea-af6c-448e0f6e8005,12,1.0,2279000,4,,0,0,,1,1,0
1586174,33,1,3,1,1,3,1,1.0,4.0,,1,1.0,,,d68f13ae-edad-11ea-92ce-16d07d4d22c2,15,1.0,1478000,4,2.0,0,0,1.0,2,3,0
1168229,47,1,3,1,3,3,1,0.0,1.0,1.0,1,1.0,,,d68f14c6-edad-11ea-9c19-28e928f49d52,24,1.0,5103000,3,,0,0,,3,2,0
1441925,31,1,1,2,1,3,2,4.0,7.0,1.0,1,2.0,0.0,2.0,d68f1548-edad-11ea-b5c4-13f7bfe73e57,36,5.0,9857000,1,3.0,0,0,,2,3,0
1662345,34,1,1,2,3,4,1,1.0,4.0,1.0,1,,,,d68f15d4-edad-11ea-a995-46fa184029bc,60,2.0,6527000,4,,0,0,,1,1,0
1649933,27,1,1,1,1,2,1,4.0,7.0,1.0,1,,2.0,,d68f1656-edad-11ea-8e74-3c5a50e1aa88,10,1.0,1347000,4,3.0,0,0,,2,2,0
1168468,30,1,1,1,3,3,1,7.0,,,1,2.0,0.0,2.0,d68f16d8-edad-11ea-9817-21fae138d6aa,36,2.0,2862000,4,,0,0,,1,3,0
1875015,35,1,1,1,1,4,1,7.0,,1.0,1,2.0,,,d68f175a-edad-11ea-9f33-0a8c5f108a3c,9,1.0,2753000,3,1.0,1,0,,1,1,0
1273850,31,1,1,2,1,3,1,1.0,4.0,,1,4.0,,0.0,d68f17dc-edad-11ea-ae47-3cd6e20248a0,12,2.0,3651000,1,3.0,0,0,,1,1,0
1345875,25,1,4,1,1,3,1,1.0,4.0,,1,1.0,,0.0,d68f185e-edad-11ea-aa4e-337562b25b9f,15,3.0,975000,2,3.0,0,0,,2,2,0
1774355,25,2,2,1,1,2,2,1.0,4.0,,1,2.0,0.0,2.0,d68f18ea-edad-11ea-8611-4b1b31080a2d,15,7.0,2631000,3,2.0,0,0,,1,1,0
1626519,29,1,1,1,1,1,1,0.0,1.0,,1,2.0,0.0,2.0,d68f196c-edad-11ea-b92e-32f4f1f91731,24,1.0,2896000,2,1.0,0,0,,1,1,0
1321826,44,1,1,2,1,3,2,0.0,1.0,,1,,,0.0,d68f19ee-edad-11ea-8ff1-3475f30432f2,6,2.0,4716000,1,2.0,0,0,,2,2,0
1412577,28,1,1,1,1,2,1,4.0,7.0,1.0,1,1.0,,,d68f1a70-edad-11ea-8bb3-4d80b426a9ce,24,1.0,2284000,4,1.0,0,0,,1,1,0
1514997,50,1,1,1,2,4,1,1.0,4.0,,1,3.0,,,d68f1af2-edad-11ea-9ccd-333140c98323,6,4.0,1236000,2,3.0,0,0,,1,1,0
1209193,29,1,1,1,1,3,1,4.0,7.0,,0,1.0,0.0,2.0,d68f1b74-edad-11ea-a2b5-07692cb18476,12,1.0,1103000,4,2.0,0,1,,2,1,0
1656838,38,2,2,1,1,2,4,,0.0,,1,1.0,,,d68f1bf6-edad-11ea-b03e-009c38584997,12,2.0,926000,1,3.0,0,0,,1,2,0
1381175,24,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68f1c78-edad-11ea-a509-47ecc4770b2d,18,1.0,1800000,4,1.0,0,0,,2,2,0
1430426,40,1,1,1,2,4,3,7.0,,1.0,1,1.0,2.0,,d68f1cfa-edad-11ea-b9cf-0a655728af68,15,6.0,1905000,4,1.0,0,0,,1,1,0
1776816,29,2,2,1,2,4,2,1.0,4.0,,1,3.0,,,d68f1d7c-edad-11ea-8586-273b50643be5,12,3.0,1123000,4,1.0,0,0,,1,1,1
1178282,46,1,1,1,3,4,1,7.0,,1.0,1,1.0,,0.0,d68f1dfe-edad-11ea-8fa8-24d457cd8889,48,4.0,6331000,4,,0,0,,2,2,1
1657898,47,2,2,1,3,2,1,7.0,,1.0,1,2.0,2.0,,d68f1e80-edad-11ea-a744-3116329bd773,24,1.0,1377000,4,,0,0,,1,1,0
1629275,41,1,1,1,1,2,1,7.0,,,1,2.0,0.0,2.0,d68f1f02-edad-11ea-bc00-4624afbd42e5,30,5.0,2503000,4,3.0,0,0,2.0,2,3,0
1846282,32,2,2,2,1,1,1,0.0,1.0,1.0,1,1.0,0.0,2.0,d68f1f8e-edad-11ea-b346-4623e121e29b,27,5.0,2528000,4,3.0,0,0,,1,1,0
1607876,35,2,2,1,3,4,1,7.0,,,1,3.0,,,d68f2010-edad-11ea-ab60-52baeffbeda1,15,2.0,5324000,1,,0,0,,1,1,0
1735719,24,1,1,1,1,2,1,4.0,7.0,,1,2.0,0.0,2.0,d68f2092-edad-11ea-9e4f-1b91a31266c6,48,2.0,6560000,3,3.0,0,0,,1,1,1
1516902,25,2,2,1,2,3,1,0.0,1.0,,1,1.0,0.0,2.0,d68f2114-edad-11ea-ac59-2272a7285b96,12,3.0,2969000,4,3.0,0,0,,2,6,1
1127273,25,2,2,1,1,4,1,7.0,,,1,1.0,0.0,2.0,d68f2196-edad-11ea-be21-0f02b6a52da6,9,1.0,1206000,4,2.0,0,0,,1,1,0
1789670,37,1,1,2,1,2,2,1.0,4.0,,1,1.0,0.0,2.0,d68f2218-edad-11ea-97d5-3df593b796a1,9,1.0,2118000,2,2.0,0,0,,1,1,0
1215142,32,1,1,1,1,3,3,7.0,,1.0,1,3.0,,,d68f229a-edad-11ea-8d97-34aafd29eae1,18,1.0,629000,4,3.0,0,0,1.0,2,2,0
1346719,35,2,2,1,3,4,1,7.0,,,1,1.0,,0.0,d68f2326-edad-11ea-8b59-31bcff4ccf4a,6,6.0,1198000,4,,0,0,,1,5,1
1280395,46,1,1,1,1,4,3,7.0,,1.0,1,,,,d68f23a8-edad-11ea-b8c5-11e3ec14932b,21,4.0,2476000,4,2.0,0,0,,1,1,0
1695246,25,1,1,1,1,4,2,1.0,4.0,,1,1.0,,0.0,d68f242a-edad-11ea-84ec-26d0b780ca67,9,1.0,1138000,4,2.0,0,0,,2,2,0
1372926,27,1,1,1,1,2,3,4.0,7.0,1.0,1,1.0,0.0,2.0,d68f24ac-edad-11ea-929d-089173439ef7,60,2.0,14027000,4,,0,0,,1,1,1
1314021,63,1,1,1,1,4,1,7.0,,,1,,,,d68f252e-edad-11ea-985c-0bda711c9355,30,4.0,7596000,1,1.0,0,0,,2,2,0
1152616,40,1,1,2,1,2,1,7.0,,1.0,1,,,,d68f25b0-edad-11ea-a4f3-1969f6821fbc,30,1.0,3077000,3,1.0,0,0,,2,2,0
1849511,32,1,1,1,3,2,3,1.0,4.0,1.0,1,1.0,,,d68f263c-edad-11ea-a99f-33a0d695c924,18,1.0,1505000,4,,0,0,,1,1,0
1153145,31,1,1,1,1,2,1,1.0,4.0,1.0,1,,2.0,,d68f26be-edad-11ea-a1fb-48b560babca3,24,1.0,3148000,3,1.0,0,0,,2,2,0
1532256,31,1,3,1,1,4,1,7.0,,1.0,1,2.0,0.0,2.0,d68f2740-edad-11ea-810c-438e3bbe85ed,20,4.0,6148000,3,1.0,0,0,1.0,2,6,0
1392809,34,1,1,1,1,2,3,0.0,1.0,1.0,1,1.0,2.0,,d68f27c2-edad-11ea-978c-20a19fff8ac5,9,1.0,1337000,4,1.0,0,0,,2,6,1
1619368,24,2,2,2,2,2,1,0.0,1.0,,1,4.0,0.0,2.0,d68f2844-edad-11ea-a288-4a976aecd70c,6,6.0,433000,4,3.0,0,0,1.0,1,5,1
1133947,24,2,2,1,1,2,2,1.0,4.0,,1,1.0,,0.0,d68f28d0-edad-11ea-8199-108c7b21e686,12,2.0,1228000,4,2.0,0,0,,1,1,1
1169619,66,2,2,1,1,3,2,1.0,4.0,,1,3.0,0.0,2.0,d68f2952-edad-11ea-9e5a-311d89321c29,9,1.0,790000,4,2.0,0,0,,1,1,0
1215207,21,2,2,1,2,3,1,1.0,4.0,,1,1.0,,,d68f29d4-edad-11ea-8bb2-31a7c1ce2af0,27,2.0,2570000,3,2.0,0,0,,1,1,1
1349113,41,2,2,1,1,2,2,1.0,4.0,,1,4.0,,,d68f2a56-edad-11ea-b1a7-538804548a6d,6,2.0,250000,2,2.0,0,0,1.0,2,2,0
1188964,47,1,3,1,1,2,2,1.0,4.0,,1,3.0,,,d68f2ad8-edad-11ea-b04d-486ea9b941c2,15,1.0,1316000,2,3.0,0,0,,2,2,0
1695402,25,2,2,1,2,4,1,1.0,4.0,,1,1.0,,0.0,d68f2b64-edad-11ea-9e28-0f36543ff243,18,1.0,1882000,4,1.0,0,0,1.0,2,1,1
1183707,59,2,2,1,2,3,1,7.0,,,1,1.0,0.0,2.0,d68f2be6-edad-11ea-b4db-07e9560124cb,48,5.0,6416000,4,,0,0,,1,5,1
1216943,36,1,4,1,1,4,1,1.0,4.0,1.0,1,4.0,2.0,,d68f2c68-edad-11ea-8a43-4f0a55f14de2,24,5.0,1275000,2,2.0,0,0,,2,2,0
1782832,33,1,1,1,1,2,1,0.0,1.0,,1,1.0,0.0,2.0,d68f2cea-edad-11ea-a350-4218e7bb37df,24,1.0,6403000,1,1.0,0,0,,1,3,0
1892474,21,1,1,2,2,4,2,1.0,4.0,,1,1.0,,0.0,d68f2d6c-edad-11ea-acb8-4a6bf2529aff,24,1.0,1987000,2,2.0,0,0,,1,1,1
1652800,44,2,2,1,1,2,2,4.0,7.0,,1,1.0,0.0,2.0,d68f2df8-edad-11ea-ba52-4dc972b2a741,8,1.0,760000,4,2.0,0,1,,1,1,0
1643428,28,2,2,1,2,4,1,1.0,4.0,1.0,1,4.0,,,d68f2e7a-edad-11ea-ba3a-56a6a25a6c74,24,4.0,2603000,2,1.0,0,0,,1,1,0
1221330,37,2,2,2,1,1,1,4.0,7.0,,1,1.0,,,d68f2efc-edad-11ea-a2d5-4c0c5d0b25ce,4,2.0,3380000,1,2.0,0,0,,1,2,0
1106688,29,2,2,1,1,2,4,0.0,1.0,,1,,0.0,2.0,d68f2f7e-edad-11ea-b4be-19efeff64f59,36,8.0,3990000,3,,0,0,1.0,1,5,0
1264018,23,2,2,1,2,4,3,1.0,4.0,,1,1.0,0.0,2.0,d68f3000-edad-11ea-8d26-250f0c9c27a2,24,4.0,11560000,1,1.0,0,0,,2,1,1
1412879,35,1,1,2,1,4,2,1.0,4.0,1.0,1,2.0,,0.0,d68f308c-edad-11ea-a35a-3955eac04bb8,18,2.0,4380000,3,1.0,0,0,,1,1,0
1165210,45,1,1,2,1,3,3,4.0,7.0,1.0,1,1.0,,,d68f310e-edad-11ea-a518-3e596ace1832,6,2.0,6761000,1,,0,0,,2,2,0
1399194,26,2,2,1,2,4,2,1.0,4.0,,1,2.0,0.0,2.0,d68f3190-edad-11ea-9ed6-4a392a145813,30,5.0,4280000,4,1.0,0,0,,2,6,1
1833657,32,1,1,1,1,3,1,4.0,7.0,,1,2.0,,0.0,d68f3212-edad-11ea-9505-44f8fd8fce2d,24,2.0,2325000,2,1.0,0,0,1.0,1,5,0
1292645,23,1,1,1,1,4,2,1.0,4.0,,1,1.0,0.0,2.0,d68f3294-edad-11ea-95a8-2e49467f2b79,10,1.0,1048000,4,2.0,0,0,2.0,1,5,0
1536162,41,1,1,1,1,3,1,7.0,,1.0,1,,,,d68f3316-edad-11ea-a4e3-36017135e885,21,1.0,3160000,4,3.0,0,0,,1,1,0
1668971,22,1,1,1,1,4,1,1.0,4.0,1.0,1,3.0,,0.0,d68f33a2-edad-11ea-a746-2d5b1de8302b,24,3.0,2483000,4,2.0,0,0,2.0,1,5,0
1216844,30,1,1,1,1,4,3,4.0,7.0,1.0,1,,,0.0,d68f3424-edad-11ea-a87d-3cb30f3ae890,39,3.0,14179000,4,3.0,0,0,,2,2,0
1601024,28,1,1,1,1,1,2,0.0,1.0,,1,1.0,,0.0,d68f34a6-edad-11ea-ba9b-10b3f187b565,13,5.0,1797000,3,3.0,0,0,1.0,2,2,0
